shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
2.0,247,5.0,1,5.0,0,-0.12,1,1,1,1,1,0,7.0,5.0,0.0,5.0,5.0,0,5.0,5.0,20.0,25.0,0,0
4.0,247,5.0,1,6.0,1,-0.25,0,1,1,0,0,0,5.0,5.0,0.0,10.0,3.0,0,6.0,6.0,28.0,27.0,0,0
7.0,247,5.0,1,6.0,0,0.13,0,0,1,0,0,0,8.0,5.0,0.0,5.0,5.0,0,6.0,6.0,30.0,25.0,0,0
2.0,247,6.0,1,6.0,1,0.18,0,1,0,0,0,0,5.0,6.0,0.0,20.0,3.0,0,6.0,6.0,20.0,20.0,0,0
5.0,247,6.0,1,7.0,0,0.36,0,1,0,0,0,0,6.0,6.0,0.0,10.0,5.0,0,6.0,7.0,20.0,25.0,0,0
9.0,247,6.0,0,6.0,0,-0.16,0,0,0,0,0,0,9.0,6.0,0.0,10.0,9.0,0,6.0,6.0,10.0,50.0,1,0
6.0,247,6.0,0,6.0,0,0.31,0,1,0,0,0,0,7.0,6.0,0.0,0.0,8.0,0,6.0,6.0,25.0,25.0,0,0
3.0,247,5.0,1,5.0,1,-0.25,1,1,1,1,1,0,3.0,5.0,0.0,5.0,3.0,0,5.0,5.0,25.0,20.0,0,0
7.0,247,5.0,1,5.0,0,-0.5,1,0,1,1,1,0,7.0,5.0,0.0,20.0,6.400598653030681,0,5.0,5.0,25.0,10.0,0,0
9.0,247,5.0,1,5.0,0,-0.02,1,0,1,1,1,0,7.0,5.0,0.0,8.0,5.0,0,5.0,5.0,5.0,35.0,0,0
5.0,247,6.0,1,6.0,1,-0.02,0,1,0,0,0,0,5.0,6.0,0.0,10.0,4.0,0,6.0,6.0,15.0,20.0,0,0
3.0,247,5.0,1,7.0,0,-0.3,0,1,1,0,0,0,7.0,5.0,0.0,20.0,4.0,0,6.0,6.0,10.0,20.0,0,0
5.0,247,6.0,1,6.0,1,0.38,0,1,0,0,0,0,3.0,6.0,0.0,15.0,4.0,0,6.0,6.0,30.0,30.0,0,0
6.0,247,6.0,0,7.0,1,0.22,0,0,0,0,0,0,5.0,5.0,0.0,18.0,7.0,0,7.0,7.0,15.0,20.0,0,0
4.0,247,6.0,1,6.0,1,-0.24,0,1,0,0,0,0,5.0,6.0,0.0,15.0,4.0,0,6.0,7.0,20.0,20.0,0,0
4.0,247,6.0,1,6.0,1,0.33,0,1,0,0,0,0,5.0,6.0,0.0,10.0,5.0,0,6.0,6.0,21.0,23.0,0,0
8.0,154,5.0,1,5.0,0,0.55,0,0,1,0,1,0,7.0,8.0,2.0,5.0,5.0,1,7.0,6.0,18.0,30.0,0,0
6.0,154,4.0,1,5.0,1,0.66,0,1,1,0,1,0,4.0,7.0,2.0,10.0,5.0,1,6.0,6.0,20.0,30.0,0,0
6.0,154,5.0,0,4.0,0,0.05,0,0,1,0,1,0,6.0,5.0,2.0,25.0,6.0,0,6.0,6.0,25.0,25.0,0,0
8.0,154,5.0,0,7.0,0,-0.06,0,0,1,0,0,0,7.0,7.0,2.0,10.0,7.0,1,6.0,6.0,28.0,24.0,0,0
6.0,154,4.0,0,6.0,0,-0.39,1,1,1,0,0,0,7.0,6.0,2.0,0.0,7.0,0,6.0,5.0,0.0,60.0,0,0
3.0,154,6.0,0,4.0,0,0.3,0,1,0,1,1,0,8.0,6.0,2.0,5.0,7.0,0,4.0,6.0,20.0,25.0,0,0
6.0,154,7.0,0,6.0,0,-0.06,0,0,0,0,0,0,7.0,7.0,2.0,10.0,6.0,1,8.0,8.0,28.0,27.0,0,1
6.0,154,7.0,0,6.0,0,0.17,0,0,0,0,0,0,7.0,7.0,2.0,5.0,7.0,1,6.0,6.0,30.0,25.0,0,0
2.0,154,5.0,1,5.0,0,0.16,0,1,1,0,1,0,7.0,6.0,2.0,20.0,3.0,0,6.0,6.0,20.0,20.0,0,0
7.0,154,5.0,0,7.0,0,-0.32,0,0,1,0,0,0,8.0,7.0,2.0,10.0,7.0,1,6.0,7.0,20.0,25.0,0,1
9.0,154,4.0,0,4.0,0,-0.58,1,0,1,1,1,0,9.0,8.0,2.0,10.0,9.0,1,5.0,5.0,10.0,50.0,1,0
7.0,154,6.0,0,7.0,0,0.45,0,0,0,0,0,0,7.0,7.0,2.0,0.0,6.0,1,7.0,6.0,25.0,25.0,0,0
6.0,154,6.0,0,6.0,0,0.25,0,0,0,0,0,0,6.0,7.0,2.0,5.0,6.0,1,7.0,6.0,25.0,20.0,0,0
8.0,154,5.0,0,6.0,0,-0.06,1,0,1,1,0,0,6.0,5.0,2.0,20.0,7.0,0,4.0,5.0,25.0,10.0,0,0
5.0,154,4.0,0,3.0,0,0.64,1,1,1,0,1,1,6.0,2.0,2.0,8.0,6.0,0,7.0,3.0,5.0,35.0,0,0
5.0,154,5.0,0,6.0,0,-0.22,0,1,1,0,0,0,6.0,6.0,2.0,10.0,6.0,0,6.0,6.0,15.0,20.0,0,0
7.0,154,3.0,0,7.0,0,-0.13,0,0,1,0,0,0,6.0,8.0,2.0,20.0,8.0,1,7.0,7.0,10.0,20.0,0,1
8.0,154,7.0,0,6.0,0,0.2,0,0,0,0,0,0,7.0,6.0,2.0,15.0,7.0,0,7.0,7.0,30.0,30.0,0,0
6.0,154,6.0,0,4.0,1,-0.3,1,0,0,1,1,0,5.0,5.0,2.0,18.0,7.0,0,5.0,5.0,15.0,20.0,0,0
4.0,154,5.0,1,7.0,0,-0.23,0,1,1,0,0,0,6.0,7.0,2.0,15.0,5.0,1,7.0,7.0,20.0,20.0,0,0
4.0,154,5.0,0,4.0,0,-0.11,1,1,1,1,1,1,6.0,4.0,2.0,10.0,6.0,0,5.0,5.0,21.0,23.0,0,0
1.0,10,0.0,1,6.0,0,0.64,1,1,1,1,0,1,7.0,0.0,0.0,5.0,5.0,0,5.0,3.0,18.0,30.0,0,0
8.0,10,2.0,0,7.0,0,0.46,1,0,1,1,0,1,6.0,2.0,0.0,10.0,8.0,0,5.0,3.0,20.0,30.0,0,0
7.0,10,6.0,1,6.0,0,0.56,1,0,0,1,0,1,6.0,3.0,0.0,25.0,5.0,0,5.0,4.0,25.0,25.0,0,0
6.0,10,2.0,1,6.0,0,0.7,0,0,1,1,0,1,6.0,2.0,0.0,10.0,5.0,0,3.0,6.0,28.0,24.0,0,0
8.0,10,7.0,0,6.0,0,0.55,0,0,0,1,0,1,7.0,3.0,0.0,0.0,6.0,0,5.0,6.0,0.0,60.0,0,0
6.0,10,0.0,1,5.0,1,0.88,1,1,1,1,1,1,5.0,0.0,0.0,5.0,5.0,0,2.0,3.0,20.0,25.0,0,0
4.0,10,8.0,0,7.0,0,0.23,0,1,0,0,0,1,8.0,4.0,0.0,10.0,7.0,0,6.0,6.0,28.0,27.0,0,0
7.0,10,6.0,0,5.0,0,0.75,1,0,0,1,1,1,6.0,2.0,0.0,5.0,6.0,0,3.0,3.0,30.0,25.0,0,0
7.0,10,7.0,1,4.0,0,0.74,1,0,0,1,1,1,6.0,2.0,0.0,20.0,5.0,0,3.0,3.0,20.0,20.0,0,0
7.0,10,6.0,0,7.0,0,-0.21,0,0,0,0,0,0,8.0,5.0,0.0,10.0,8.0,0,7.0,6.0,20.0,25.0,0,0
10.0,10,6.0,0,6.0,0,0.21,0,0,0,1,0,0,10.0,5.0,0.0,10.0,10.0,0,4.0,6.0,10.0,50.0,1,0
7.0,10,8.0,0,8.0,0,0.8,0,0,0,0,0,0,7.0,5.0,0.0,0.0,8.0,0,6.0,7.0,25.0,25.0,0,0
8.0,10,8.0,0,7.0,0,0.29,1,0,0,1,0,1,8.0,2.0,0.0,5.0,8.0,0,5.0,5.0,25.0,20.0,0,0
6.0,10,6.0,1,5.0,0,0.42,1,1,0,1,1,1,7.0,2.0,0.0,20.0,6.400598653030681,0,3.0,3.0,25.0,10.0,0,0
6.0,10,3.0,0,3.0,0,0.26,1,0,1,1,1,1,8.0,1.0,0.0,8.0,6.0,0,3.0,3.0,5.0,35.0,0,0
5.0,10,5.0,1,6.0,1,0.59,1,1,1,1,0,1,4.0,2.0,0.0,10.0,5.0,0,4.0,4.0,15.0,20.0,0,0
5.0,10,3.0,0,9.0,0,0.42,1,1,1,1,0,1,7.0,3.0,0.0,20.0,6.0,0,5.0,5.0,10.0,20.0,0,0
6.0,10,6.0,0,7.0,0,0.74,0,0,0,0,0,1,6.0,3.0,0.0,15.0,7.0,0,7.0,6.0,30.0,30.0,0,0
6.0,10,2.0,0,8.0,0,0.3,1,0,1,1,0,1,6.0,0.0,0.0,18.0,6.0,0,5.0,5.0,15.0,20.0,0,0
5.0,10,6.0,0,7.0,0,0.42,0,1,0,0,0,0,9.0,5.0,0.0,15.0,7.0,0,7.0,7.0,20.0,20.0,0,0
5.0,10,6.0,0,5.0,0,0.26,1,1,0,1,1,1,7.0,3.0,0.0,10.0,6.0,0,3.0,5.0,21.0,23.0,0,0
6.0,129,3.0,0,4.0,0,0.18,1,0,1,1,1,1,8.0,1.0,5.0,5.0,8.0,0,5.0,3.0,18.0,30.0,0,0
6.0,129,6.0,0,2.0,0,0.1,1,0,1,0,1,0,7.0,6.0,5.0,10.0,6.0,0,8.0,5.0,20.0,30.0,0,0
7.0,129,2.0,1,5.0,0,0.36,1,0,1,0,1,0,7.0,6.0,5.0,25.0,5.0,0,6.0,5.0,25.0,25.0,0,0
5.0,129,9.0,0,6.0,0,0.1,0,1,0,0,0,0,6.0,8.0,5.0,10.0,8.0,1,7.0,8.0,28.0,24.0,0,1
6.0,129,9.0,0,5.0,0,0.58,0,1,0,0,1,0,8.0,6.0,5.0,0.0,8.0,0,8.0,7.0,0.0,60.0,0,1
6.0,129,6.0,0,5.0,1,0.12,1,1,1,1,1,0,5.0,5.0,5.0,5.0,7.0,0,4.0,4.0,20.0,25.0,0,0
4.0,129,7.0,0,8.0,0,0.35,0,1,0,1,0,1,7.0,4.0,5.0,10.0,7.0,0,5.0,7.0,28.0,27.0,0,0
6.0,129,8.0,0,7.0,0,0.42,0,0,0,1,0,0,8.0,5.0,5.0,5.0,9.0,0,5.0,7.0,30.0,25.0,1,1
4.0,129,3.0,0,2.0,1,0.38,1,1,1,1,1,1,5.0,3.0,5.0,20.0,6.0,0,5.0,4.0,20.0,20.0,0,0
7.0,129,6.0,0,8.0,0,0.1,0,0,1,0,0,0,8.0,5.0,5.0,10.0,8.0,0,7.0,7.0,20.0,25.0,0,1
6.0,129,7.0,0,6.0,0,0.58,0,0,0,0,0,0,10.0,7.0,5.0,10.0,9.0,1,9.0,7.0,10.0,50.0,1,1
6.0,129,5.0,0,9.0,0,0.26,0,1,1,0,0,0,7.0,5.0,5.0,0.0,9.0,0,6.0,6.0,25.0,25.0,1,1
7.0,129,2.0,0,3.0,0,-0.17,1,0,1,1,1,0,7.0,5.0,5.0,5.0,7.0,0,4.0,5.0,25.0,20.0,0,0
8.0,129,3.0,1,2.0,0,0.2,1,0,1,1,1,0,8.0,6.0,5.0,20.0,6.400598653030681,0,5.0,4.0,25.0,10.0,0,0
4.0,129,6.0,1,3.0,0,0.13,1,1,1,1,1,1,8.0,4.0,5.0,8.0,4.0,0,4.0,5.0,5.0,35.0,0,0
5.0,129,2.0,1,4.0,1,0.54,1,1,1,0,1,1,5.0,3.0,5.0,10.0,5.0,0,6.0,5.0,15.0,20.0,0,0
2.0,129,6.0,1,10.0,0,0.42,0,1,1,0,0,1,7.0,2.0,5.0,20.0,2.0,0,9.0,7.0,10.0,20.0,0,0
4.0,129,6.0,0,6.0,0,0.35,1,1,1,1,0,0,7.0,7.0,5.0,15.0,6.0,1,4.0,5.0,30.0,30.0,0,0
6.0,129,4.0,0,2.0,1,0.43,1,0,1,1,1,0,5.0,6.0,5.0,18.0,7.0,0,4.0,4.0,15.0,20.0,0,0
7.0,129,6.0,0,9.0,0,0.33,0,0,1,0,0,0,7.0,5.0,5.0,15.0,9.0,0,9.0,8.0,20.0,20.0,1,1
7.0,129,4.0,0,3.0,1,0.08,0,0,1,0,1,0,5.0,6.0,5.0,10.0,8.0,0,6.0,7.0,21.0,23.0,0,0
4.0,93,4.0,0,6.0,1,0.39,0,1,1,0,0,0,4.0,5.0,2.0,5.0,6.0,0,7.0,7.0,18.0,30.0,0,0
5.0,93,3.0,1,5.0,0,0.19,1,1,1,1,1,1,8.0,3.0,2.0,10.0,5.0,0,5.0,4.0,20.0,30.0,0,0
6.0,93,4.0,1,5.0,1,0.58,1,1,1,0,1,1,6.190411462160177,4.0,2.0,25.0,6.400598653030681,0,7.0,5.0,25.0,25.0,0,0
10.0,93,7.0,0,8.0,0,0.72,0,0,0,0,0,1,10.0,3.0,2.0,10.0,10.0,0,7.0,8.0,28.0,24.0,1,0
6.0,93,7.0,0,10.0,0,0.24,0,1,0,0,0,0,8.0,10.0,2.0,0.0,9.0,1,7.0,8.0,0.0,60.0,1,1
5.0,93,6.0,1,6.0,0,0.59,0,1,0,0,0,1,6.0,4.0,2.0,5.0,3.0,0,7.0,7.0,20.0,25.0,0,0
2.0,93,2.0,1,4.0,0,0.5,1,1,1,1,1,1,9.0,1.0,2.0,10.0,3.0,0,5.0,5.0,28.0,27.0,0,0
6.0,93,2.0,0,5.0,0,0.52,1,0,1,1,1,1,7.0,3.0,2.0,5.0,7.0,0,5.0,5.0,30.0,25.0,0,0
8.0,93,6.0,1,5.0,1,0.19,0,0,0,0,1,0,5.0,6.0,2.0,20.0,4.0,0,7.0,7.0,20.0,20.0,0,0
6.0,93,4.0,0,8.0,0,0.1,0,1,1,0,0,0,7.0,5.0,2.0,10.0,7.0,0,7.0,7.0,20.0,25.0,0,0
9.0,93,2.0,0,5.0,0,0.12,0,0,1,0,1,0,10.0,5.0,2.0,10.0,9.0,0,6.0,6.0,10.0,50.0,1,0
6.0,93,6.0,1,8.0,1,0.63,0,1,0,0,0,0,5.0,5.0,2.0,0.0,4.0,0,7.0,8.0,25.0,25.0,0,0
9.0,93,4.0,0,4.0,0,-0.42,0,0,1,0,1,1,9.0,4.0,2.0,5.0,9.0,0,6.0,7.0,25.0,20.0,1,0
6.0,93,3.0,1,4.0,0,-0.11,0,1,1,0,1,0,7.0,5.0,2.0,20.0,6.400598653030681,0,6.0,6.0,25.0,10.0,0,0
4.0,93,2.0,0,4.0,0,0.04,1,1,1,0,1,1,7.0,4.0,2.0,8.0,6.0,0,6.0,5.0,5.0,35.0,0,0
5.0,93,4.0,1,6.0,1,0.47,0,1,1,0,0,1,4.0,4.0,2.0,10.0,5.0,0,7.0,7.0,15.0,20.0,0,0
5.0,93,5.0,1,7.0,1,0.12,0,1,1,0,0,0,4.0,5.0,2.0,20.0,5.0,0,7.0,7.0,10.0,20.0,0,0
8.0,93,4.0,1,7.0,1,0.53,0,0,1,0,0,0,3.0,5.0,2.0,15.0,5.0,0,7.0,7.0,30.0,30.0,0,0
6.0,93,4.0,0,6.0,0,0.46,0,0,1,0,0,1,6.0,4.0,2.0,18.0,6.0,0,6.0,7.0,15.0,20.0,0,0
4.0,93,4.0,1,6.0,0,0.32,0,1,1,0,0,1,7.0,4.0,2.0,15.0,4.0,0,7.0,6.0,20.0,20.0,0,0
4.0,93,3.0,1,6.0,1,0.37,1,1,1,0,0,1,5.0,4.0,2.0,10.0,4.0,0,6.0,5.0,21.0,23.0,0,0
9.0,93,7.0,0,5.0,1,0.53,0,0,0,1,1,1,2.0,3.0,4.0,5.0,7.0,0,5.0,6.0,18.0,30.0,0,0
2.0,93,6.0,0,8.0,1,0.52,1,1,1,0,0,1,3.0,3.0,4.0,10.0,6.0,0,6.0,4.0,20.0,30.0,0,0
8.0,93,6.0,1,6.0,1,0.43,0,0,0,0,0,0,5.0,5.0,4.0,25.0,5.0,0,6.0,7.0,25.0,25.0,0,0
6.0,93,6.0,0,7.0,0,0.39,0,0,0,0,0,0,7.0,10.0,4.0,10.0,7.0,1,7.0,8.0,28.0,24.0,0,1
6.0,93,3.0,0,10.0,0,0.36,0,1,1,0,0,0,7.0,10.0,4.0,0.0,8.0,1,9.0,9.0,0.0,60.0,0,1
5.0,93,4.0,1,7.0,1,0.36,1,1,1,0,0,0,5.0,5.0,4.0,5.0,3.0,0,6.0,5.0,20.0,25.0,0,0
5.0,93,6.0,0,9.0,0,0.31,0,1,1,0,0,0,6.0,5.0,4.0,10.0,8.0,0,9.0,6.0,28.0,27.0,0,0
7.0,93,6.0,0,8.0,0,0.62,0,0,0,0,0,0,7.0,5.0,4.0,5.0,7.0,0,7.0,7.0,30.0,25.0,0,1
5.0,93,5.0,1,4.0,0,0.43,1,1,1,1,1,0,6.0,5.0,4.0,20.0,5.0,0,4.0,5.0,20.0,20.0,0,0
9.0,93,7.0,0,8.0,0,0.34,0,0,0,0,0,0,10.0,5.0,4.0,10.0,9.0,0,7.0,8.0,20.0,25.0,1,1
7.0,93,6.0,0,5.0,0,0.26,1,0,1,1,1,0,7.0,5.0,4.0,10.0,7.0,0,4.0,4.0,10.0,50.0,0,0
6.0,93,4.0,0,8.0,0,0.58,0,1,1,0,0,0,6.0,6.0,4.0,0.0,6.0,0,7.0,7.0,25.0,25.0,0,0
6.0,93,5.0,0,7.0,0,-0.18,0,0,1,0,0,1,6.0,4.0,4.0,5.0,6.0,0,6.0,7.0,25.0,20.0,0,1
8.0,93,5.0,1,5.0,0,-0.01,1,0,1,1,1,0,7.0,5.0,4.0,20.0,6.400598653030681,0,4.0,5.0,25.0,10.0,0,0
6.0,93,5.0,0,7.0,0,0.31,0,0,1,1,0,1,7.0,4.0,4.0,8.0,6.0,0,5.0,6.0,5.0,35.0,0,0
5.0,93,6.0,1,7.0,1,0.65,0,1,1,0,0,0,4.0,5.0,4.0,10.0,4.0,0,8.0,7.0,15.0,20.0,0,0
2.0,93,6.0,1,9.0,1,0.53,0,1,1,0,0,0,5.0,5.0,4.0,20.0,2.0,0,7.0,7.0,10.0,20.0,0,0
5.0,93,5.0,0,6.0,1,0.75,0,1,1,0,0,0,4.0,5.0,4.0,15.0,7.0,0,7.0,8.0,30.0,30.0,0,0
7.0,93,7.0,0,7.0,0,0.47,0,0,0,0,0,0,6.0,5.0,4.0,18.0,6.0,0,6.0,7.0,15.0,20.0,0,1
4.0,93,6.0,1,8.0,1,0.24,0,1,1,0,0,0,5.0,6.0,4.0,15.0,5.0,0,8.0,8.0,20.0,20.0,0,0
4.0,93,4.0,0,8.0,1,0.4,0,1,1,0,0,0,3.0,5.0,4.0,10.0,6.0,0,7.0,7.0,21.0,23.0,0,0
4.0,214,7.0,1,6.0,1,0.34,0,1,0,0,0,0,2.0,5.0,4.0,5.0,5.0,0,6.0,6.0,18.0,30.0,0,0
5.0,214,6.0,1,6.0,1,0.39,0,1,0,1,0,0,3.0,5.0,4.0,10.0,5.0,0,5.0,7.0,20.0,30.0,0,0
7.0,214,7.0,1,8.0,0,0.54,0,0,0,0,0,0,6.0,5.0,4.0,25.0,5.0,0,8.0,7.0,25.0,25.0,0,1
8.0,214,8.0,0,8.0,0,0.7,0,0,0,0,0,0,8.0,10.0,4.0,10.0,7.0,1,8.0,9.0,28.0,24.0,0,1
7.0,214,6.0,0,8.0,0,0.13,0,0,0,0,0,0,6.0,7.0,4.0,0.0,7.0,1,8.0,8.0,0.0,60.0,0,1
2.0,214,4.0,1,6.0,1,0.68,0,1,1,1,0,0,5.0,5.0,4.0,5.0,5.0,0,5.0,6.0,20.0,25.0,0,0
8.0,214,5.0,0,8.0,0,-0.01,0,0,1,0,0,0,7.0,5.0,4.0,10.0,9.0,0,8.0,6.0,28.0,27.0,1,0
7.0,214,7.0,0,7.0,0,0.63,0,0,0,1,0,0,7.0,5.0,4.0,5.0,7.0,0,4.0,7.0,30.0,25.0,0,1
3.0,214,5.0,1,6.0,1,0.48,0,1,1,0,0,0,3.0,5.0,4.0,20.0,3.0,0,6.0,6.0,20.0,20.0,0,0
6.0,214,5.0,0,8.0,0,0.02,0,1,1,1,0,0,7.0,5.0,4.0,10.0,7.0,0,5.0,6.0,20.0,25.0,0,0
6.0,214,4.0,0,5.0,0,0.08,0,0,1,1,1,0,6.0,5.0,4.0,10.0,6.0,0,3.0,7.0,10.0,50.0,0,0
6.0,214,3.0,1,5.0,0,0.43,0,1,1,1,1,0,6.0,5.0,4.0,0.0,5.0,0,3.0,6.0,25.0,25.0,0,0
6.0,214,5.0,0,5.0,0,0.08,0,0,1,1,1,0,6.0,5.0,4.0,5.0,6.0,0,5.0,6.0,25.0,20.0,0,0
9.0,214,3.0,1,5.0,0,0.22,1,0,1,1,1,0,6.0,5.0,4.0,20.0,6.400598653030681,0,4.0,4.0,25.0,10.0,0,0
7.0,214,4.0,1,5.0,1,0.1,1,0,1,0,1,1,4.0,4.0,4.0,8.0,4.0,0,6.0,3.0,5.0,35.0,0,0
5.0,214,6.0,1,8.0,1,0.59,0,1,0,0,0,0,4.0,5.0,4.0,10.0,5.0,0,7.0,7.0,15.0,20.0,0,0
2.0,214,6.0,1,9.0,1,0.17,0,1,0,0,0,0,4.0,6.0,4.0,20.0,2.0,0,6.0,8.0,10.0,20.0,0,0
3.0,214,8.0,0,6.0,1,0.51,0,1,0,0,0,0,5.0,5.0,4.0,15.0,6.0,0,7.0,7.0,30.0,30.0,0,0
6.0,214,6.0,0,7.0,0,0.3,0,0,0,1,0,0,6.0,5.0,4.0,18.0,7.0,0,4.0,7.0,15.0,20.0,0,1
4.0,214,4.0,1,8.0,1,0.28,0,1,1,0,0,0,5.0,7.0,4.0,15.0,4.0,1,6.0,6.0,20.0,20.0,0,0
5.0,214,5.0,0,6.0,1,0.69,1,1,1,0,0,0,5.0,5.0,4.0,10.0,6.0,0,7.0,5.0,21.0,23.0,0,0
5.0,178,7.0,0,9.0,1,0.19,0,1,0,0,0,0,2.0,7.0,1.0,5.0,9.0,1,9.0,8.0,18.0,30.0,1,0
5.0,178,4.0,0,7.0,1,0.09,0,1,1,0,0,1,4.0,2.0,1.0,10.0,6.0,0,7.0,7.0,20.0,30.0,0,0
7.0,178,5.0,1,5.0,1,0.2,1,0,1,0,1,1,4.0,4.0,1.0,25.0,5.0,0,6.0,5.0,25.0,25.0,0,0
6.0,178,6.0,1,8.0,1,0.39,0,0,0,0,0,0,5.0,5.0,1.0,10.0,3.0,0,7.0,7.0,28.0,24.0,0,0
6.0,178,7.0,1,7.0,1,0.58,0,1,0,0,0,1,5.0,4.0,1.0,0.0,5.0,0,8.0,8.0,0.0,60.0,0,0
2.0,178,3.0,0,8.0,1,0.14,0,1,1,0,0,1,5.0,3.0,1.0,5.0,7.0,0,6.0,7.0,20.0,25.0,0,0
4.0,178,4.0,1,7.0,0,0.44,0,1,1,0,0,1,6.0,2.0,1.0,10.0,3.0,0,7.0,7.0,28.0,27.0,0,0
4.0,178,6.0,1,7.0,1,0.42,0,1,0,0,0,0,3.0,6.0,1.0,5.0,5.0,0,6.0,7.0,30.0,25.0,0,0
4.0,178,7.0,1,7.0,0,0.34,0,1,0,0,0,1,6.0,4.0,1.0,20.0,5.0,0,6.0,7.0,20.0,20.0,0,0
7.0,178,6.0,0,7.0,0,0.47,0,0,0,0,0,0,7.0,6.0,1.0,10.0,7.0,0,8.0,6.0,20.0,25.0,0,0
10.0,178,5.0,0,7.0,0,0.53,0,0,1,0,0,0,10.0,6.0,1.0,10.0,10.0,0,6.0,7.0,10.0,50.0,1,0
6.0,178,6.0,0,6.0,1,0.32,0,1,0,0,0,0,5.0,5.0,1.0,0.0,6.0,0,8.0,7.0,25.0,25.0,0,0
7.0,178,5.0,0,8.0,0,-0.09,0,0,1,0,0,1,7.0,4.0,1.0,5.0,7.0,0,6.0,8.0,25.0,20.0,0,0
6.0,178,5.0,0,7.0,0,-0.06,0,1,1,0,0,0,7.0,5.0,1.0,20.0,7.0,0,7.0,8.0,25.0,10.0,0,0
6.0,178,4.0,0,6.0,0,-0.09,0,0,1,0,0,1,6.0,3.0,1.0,8.0,6.0,0,6.0,6.0,5.0,35.0,0,0
5.0,178,6.0,0,8.0,1,0.6,0,1,0,0,0,1,4.0,2.0,1.0,10.0,6.0,0,9.0,7.0,15.0,20.0,0,0
8.0,178,8.0,0,8.0,0,0.5,0,0,0,0,0,0,6.0,7.0,1.0,20.0,7.0,1,8.0,8.0,10.0,20.0,0,0
3.0,178,5.0,1,6.0,1,0.6,0,1,1,0,0,1,3.0,2.0,1.0,15.0,5.0,0,6.0,6.0,30.0,30.0,0,0
6.0,178,6.0,0,7.0,1,0.62,0,0,0,0,0,1,5.0,4.0,1.0,18.0,7.0,0,7.0,7.0,15.0,20.0,0,0
4.0,178,5.0,1,6.0,0,0.48,0,1,1,0,0,1,10.0,2.0,1.0,15.0,4.0,0,10.0,9.0,20.0,20.0,0,0
3.0,178,3.0,1,8.0,1,0.31,0,1,1,0,0,1,3.0,3.0,1.0,10.0,4.0,0,8.0,7.0,21.0,23.0,0,0
4.0,178,5.0,0,9.0,1,0.39,0,1,1,0,0,0,2.0,5.0,2.0,5.0,9.0,0,8.0,8.0,18.0,30.0,1,0
9.0,178,5.0,0,7.0,0,0.72,0,0,1,0,0,1,7.0,2.0,2.0,10.0,9.0,0,8.0,7.0,20.0,30.0,1,1
7.0,178,7.0,1,7.0,0,0.23,0,0,0,1,0,1,6.0,1.0,2.0,25.0,5.0,0,5.0,8.0,25.0,25.0,0,0
8.0,178,3.0,0,7.0,0,0.2,0,0,1,1,0,1,8.0,0.0,2.0,10.0,8.0,0,5.0,7.0,28.0,24.0,0,0
3.0,178,0.0,0,8.0,0,-0.08,0,1,1,0,0,1,6.0,0.0,2.0,0.0,8.0,0,8.0,7.0,0.0,60.0,0,0
2.0,178,3.0,0,7.0,0,0.57,0,1,1,1,0,1,8.0,2.0,2.0,5.0,8.0,0,4.0,7.0,20.0,25.0,0,0
4.0,178,5.0,0,9.0,0,-0.07,0,1,1,0,0,1,8.0,2.0,2.0,10.0,9.0,0,9.0,8.0,28.0,27.0,1,0
5.0,178,3.0,0,9.0,0,0.42,0,1,1,0,0,0,6.0,5.0,2.0,5.0,8.0,0,6.0,8.0,30.0,25.0,0,0
6.0,178,3.0,0,6.0,0,0.64,0,0,1,0,0,1,6.0,3.0,2.0,20.0,7.0,0,7.0,7.0,20.0,20.0,0,0
8.0,178,8.0,0,9.0,0,-0.44,0,0,0,0,0,0,8.0,8.0,2.0,10.0,8.0,1,9.0,9.0,20.0,25.0,0,1
1.0,178,5.0,1,9.0,1,-0.27,0,1,1,0,0,0,1.0,7.0,2.0,10.0,1.0,1,8.0,7.0,10.0,50.0,0,0
6.0,178,3.0,0,6.0,0,0.68,0,1,1,0,0,1,6.0,2.0,2.0,0.0,6.0,0,6.0,6.0,25.0,25.0,0,0
6.0,178,6.0,0,7.0,0,0.24,0,0,0,0,0,0,6.0,6.0,2.0,5.0,6.0,0,6.0,7.0,25.0,20.0,0,0
8.0,178,5.0,0,9.0,0,0.26,0,0,1,0,0,0,8.0,5.0,2.0,20.0,7.0,0,6.0,8.0,25.0,10.0,0,0
6.0,178,6.0,0,6.400597907324364,1,0.57,1,1,1,1,1,1,4.0,5.0,2.0,8.0,8.0,0,6.189995107632094,6.0,5.0,35.0,0,0
7.0,178,7.0,0,7.0,0,0.18,0,0,0,1,0,1,6.0,1.0,2.0,10.0,7.0,0,5.0,8.0,15.0,20.0,0,1
7.0,178,5.0,0,10.0,0,0.18,0,0,1,0,0,0,7.0,6.0,2.0,20.0,8.0,0,6.0,10.0,10.0,20.0,0,1
