d_funny_partner_[0-5],funny_partner,expected_num_matches,d_attractive_o_[0-5],pref_o_attractive,attractive_o,d_guess_prob_liked_[0-4],shared_interests_partner,field,guess_prob_liked,d_guess_prob_liked_[7-10],pref_o_shared_interests,like,d_funny_o_[9-10],attractive_partner,funny_o,d_shared_interests_partner_[0-5],interests_correlate,d_attractive_partner_[0-5],pref_o_intelligence,shared_interests_o,d_like_[0-5],d_shared_interests_o_[0-5],d_funny_o_[0-5],match
0,7.0,10.0,0,30.0,9.0,0,5.0,72,6.0,0,0.0,7.0,0,7.0,4.0,1,0.52,0,20.0,3.0,0,1,1,0
1,4.0,4.0,0,15.0,6.0,0,6.0,22,5.0,0,10.0,5.0,0,3.0,7.0,0,0.27,1,20.0,5.0,1,1,0,0
1,6.400597907324364,2.0,0,15.38,8.0,1,6.0,153,4.0,0,11.54,5.0,0,6.0,7.0,1,0.44,0,19.23,7.0,1,0,0,1
0,6.0,5.0,0,20.0,9.0,0,5.0,30,6.0,0,20.0,6.0,1,6.0,9.0,1,0.2,0,20.0,9.0,0,0,0,0
0,8.0,5.0,0,25.0,8.0,1,5.0,0,4.0,0,0.0,6.0,0,6.0,6.0,1,0.21,0,25.0,8.0,0,0,0,0
0,8.0,3.0,0,17.39,6.0,0,8.0,150,5.0,0,15.22,7.0,0,8.0,7.0,0,0.2,0,19.57,6.0,0,0,0,0
0,7.0,3.0,1,15.0,4.0,0,6.0,82,5.0,0,15.0,6.0,1,6.0,10.0,0,0.52,0,20.0,8.0,0,0,0,0
1,5.0,2.0,1,25.0,5.0,0,5.0,135,5.0,0,5.0,5.0,0,5.0,4.0,1,0.62,1,20.0,1.0,1,1,1,0
1,4.0,4.0,0,14.55,6.0,1,4.0,214,4.0,0,16.36,7.0,0,8.0,5.0,1,0.19,0,18.18,7.0,0,0,1,0
1,3.0,3.0,0,17.24,6.0,0,6.0,150,7.0,1,17.24,4.0,0,4.0,5.0,1,-0.07,1,17.24,5.0,1,1,1,0
1,6.400597907324364,0.0,0,25.0,6.0,1,6.0,235,5.0,0,10.0,6.0,0,6.189995107632094,6.0,1,0.03,1,20.0,8.0,1,0,0,0
0,6.0,5.0,1,15.0,5.0,0,6.0,226,6.0,0,10.0,6.0,0,6.0,5.0,0,0.08,0,20.0,5.0,0,1,1,0
0,9.0,5.0,0,14.0,6.0,0,9.0,159,7.0,1,20.0,9.0,0,9.0,6.0,0,0.2,0,17.0,5.0,0,1,0,0
0,6.0,1.0,1,50.0,3.0,1,5.0,103,1.0,0,5.0,3.0,0,4.0,2.0,1,0.2,1,10.0,2.0,1,1,1,0
0,9.0,4.0,0,23.0,6.0,0,6.0,191,5.0,0,18.0,8.0,0,8.0,5.0,0,-0.18,0,19.0,5.0,0,1,1,1
1,3.0,2.0,0,15.0,6.0,1,1.0,191,1.0,0,20.0,2.0,0,2.0,8.0,1,-0.21,1,20.0,5.0,1,1,0,0
0,8.0,5.0,1,12.0,5.0,0,7.0,134,6.0,0,15.0,7.0,0,6.0,6.0,0,0.08,0,25.0,7.0,0,0,0,0
0,8.0,8.0,0,70.0,6.5,0,8.0,189,8.0,1,1.0,8.0,0,7.0,6.5,0,0.34,0,20.0,6.0,0,0,0,1
0,6.0,2.5,1,20.0,5.0,0,7.0,52,8.0,1,10.0,7.0,0,7.0,3.0,0,-0.22,0,20.0,2.0,0,1,1,0
0,8.0,5.0,0,5.0,7.0,0,7.0,135,6.0,0,10.0,8.0,1,8.0,10.0,0,0.61,0,25.0,8.0,0,0,0,1
0,6.0,3.0,0,10.0,6.0,0,5.0,205,5.0,0,15.0,7.0,0,7.0,6.0,1,0.14,0,30.0,5.0,0,1,0,0
0,6.0,3.0,1,20.0,5.0,1,8.0,109,5.0,0,13.0,5.0,0,7.0,5.0,0,0.38,0,22.0,7.0,1,0,1,0
0,9.0,3.0,0,30.0,7.0,1,9.0,109,5.0,0,7.0,9.0,0,9.0,7.0,0,0.3,0,25.0,6.0,0,0,0,1
1,5.0,3.0,1,50.0,1.0,0,5.0,126,5.0,0,0.0,6.0,0,6.0,7.0,1,0.02,0,30.0,6.0,0,1,0,0
1,2.0,4.0,0,20.0,7.5,0,1.0,230,5.0,0,5.0,2.0,0,2.0,7.5,1,0.01,1,25.0,7.5,1,0,0,0
0,7.0,2.5,1,20.0,5.0,0,5.0,208,5.0,0,15.0,7.0,0,7.0,4.0,1,-0.14,0,20.0,6.0,0,1,1,1
0,6.0,2.0,1,20.0,3.0,0,6.0,135,6.0,0,5.0,7.0,0,9.0,4.0,0,0.83,0,20.0,2.0,0,1,1,0
0,8.0,2.0,0,14.0,6.0,0,7.0,126,9.0,1,20.0,9.0,0,6.0,8.0,0,0.14,0,16.0,5.0,0,1,0,0
1,3.0,5.0,0,50.0,7.0,1,1.0,30,4.0,0,5.0,3.0,0,2.0,6.0,1,0.09,1,10.0,2.0,1,1,0,0
0,8.0,9.0,0,50.0,8.0,0,7.0,85,7.0,1,0.0,7.0,0,9.0,5.0,0,-0.19,0,50.0,6.0,0,0,1,0
0,6.0,2.0,0,35.0,8.0,0,4.0,30,5.0,0,5.0,6.0,0,4.0,7.0,1,0.14,1,10.0,5.0,0,1,0,0
1,4.0,4.0,0,16.67,6.0,1,4.0,195,3.0,0,16.67,4.0,0,2.0,6.0,1,0.28,1,16.67,6.0,1,0,0,0
0,8.0,2.0,1,16.98,6.190411462160177,0,9.0,81,8.0,1,16.98,9.0,0,6.0,6.400598653030681,0,0.07,0,18.87,6.0,0,1,1,0
1,3.0,3.0,0,25.0,6.0,1,3.0,126,1.0,0,20.0,4.0,1,6.0,9.0,1,-0.19,0,25.0,7.0,1,0,0,0
0,8.0,10.0,0,10.0,7.0,0,8.0,72,5.0,0,10.0,8.0,0,8.0,7.0,0,-0.1,0,40.0,6.0,0,0,0,1
1,3.0,1.0,0,45.0,7.0,1,3.0,251,3.0,0,5.0,4.0,0,5.0,6.0,1,0.6,1,25.0,9.0,1,0,0,0
1,5.0,3.0,0,15.38,6.0,0,6.0,175,5.0,0,11.54,5.0,0,6.0,6.0,0,-0.03,0,19.23,7.0,1,0,0,0
0,7.0,2.5,0,45.0,6.0,0,6.0,208,6.0,0,5.0,8.0,1,7.0,10.0,0,0.36,0,10.0,8.0,0,0,0,1
0,8.0,1.5,0,35.0,8.0,1,6.0,50,4.0,0,0.0,5.0,0,6.0,6.0,0,0.35,0,15.0,1.0,1,1,0,0
0,7.0,1.0,0,15.0,10.0,0,7.0,135,8.0,1,25.0,5.0,0,5.0,6.0,0,-0.51,1,10.0,7.0,1,0,0,0
0,6.0,6.0,0,0.0,8.0,0,5.0,109,7.0,1,0.0,7.0,0,6.0,1.0,1,0.11,0,25.0,1.0,0,1,1,0
1,5.0,3.0,0,15.38,6.0,0,7.0,17,5.0,0,15.38,6.0,0,6.0,5.0,0,0.25,0,17.31,6.0,0,0,1,0
1,5.0,1.0,0,20.0,7.0,1,4.0,181,3.0,0,5.0,4.0,0,4.0,3.0,1,0.49,1,50.0,0.0,1,1,1,0
1,5.0,3.0,1,50.0,5.0,1,8.0,126,3.0,0,10.0,7.0,0,5.0,7.0,0,0.06,1,30.0,7.0,0,0,0,0
0,6.0,3.0,1,15.09,4.0,0,6.0,85,6.0,0,13.21,8.0,0,7.0,7.0,0,0.42,0,16.98,5.0,0,1,0,0
0,9.0,3.0,0,15.0,9.0,0,9.0,135,7.0,1,10.0,8.0,1,9.0,9.0,0,0.09,0,30.0,9.0,0,0,0,1
1,4.0,4.0,1,40.0,5.0,0,4.0,76,5.0,0,0.0,5.0,0,5.0,8.0,1,0.09,1,20.0,5.0,1,1,0,0
0,9.0,5.0,1,45.0,5.0,0,9.0,164,8.0,1,5.0,8.0,0,6.0,7.0,0,0.38,0,10.0,8.0,0,0,0,0
1,5.0,2.0,0,17.0,8.0,0,4.0,74,5.0,0,18.0,6.0,0,3.0,8.0,1,0.4,1,18.0,7.0,0,0,0,0
0,6.0,4.0,0,20.0,6.0,1,4.0,106,2.0,0,20.0,5.0,0,6.0,6.0,1,0.41,0,20.0,5.0,1,1,0,0
1,5.0,4.0,1,15.0,4.0,0,4.0,204,6.0,0,15.0,6.0,0,7.0,7.0,1,-0.07,0,15.0,6.0,0,0,0,0
0,7.0,5.0,1,15.0,4.0,0,6.0,242,6.0,0,10.0,6.0,0,6.0,7.0,0,0.3,0,20.0,6.0,0,0,0,1
1,5.0,0.0,0,25.0,6.0,1,2.0,170,1.0,0,15.0,6.0,0,7.0,6.0,1,-0.4,0,25.0,7.0,0,0,0,0
1,6.400597907324364,2.5,1,10.0,5.0,1,6.0,208,5.0,0,10.0,6.0,0,6.189995107632094,5.0,1,0.68,1,40.0,5.0,1,1,1,0
1,5.0,0.0,1,30.0,3.0,0,4.0,168,6.0,0,10.0,5.0,0,4.0,2.0,1,0.1,1,20.0,2.0,1,1,1,0
0,9.0,5.0,0,15.0,8.0,0,8.0,207,8.0,1,15.0,10.0,0,10.0,8.0,0,0.24,0,20.0,8.0,0,0,0,0
1,5.0,1.0,1,25.0,4.0,1,5.0,70,3.0,0,0.0,6.0,0,5.0,3.0,1,0.09,1,30.0,4.0,0,1,1,0
0,7.0,2.0,1,90.0,4.0,1,4.0,174,4.0,0,2.0,8.0,0,9.0,7.0,1,0.11,0,2.0,5.0,0,1,0,0
0,6.0,3.0,0,20.0,8.0,1,5.0,126,3.0,0,10.0,6.0,1,6.0,10.0,1,-0.18,0,20.0,8.0,0,0,0,0
0,8.0,10.0,0,20.0,8.0,0,6.0,150,8.0,1,10.0,8.0,1,6.0,9.0,0,0.33,0,25.0,8.0,0,0,0,0
1,3.0,3.0,0,21.43,6.0,0,6.0,184,5.0,0,11.9,3.0,0,3.0,2.0,1,-0.4,1,21.43,1.0,1,1,1,0
0,6.0,2.0,0,40.0,6.0,0,8.0,202,5.0,0,10.0,8.0,0,7.0,7.0,0,0.5,0,20.0,6.0,0,0,0,0
0,6.0,0.5,1,20.0,5.0,0,5.0,67,8.0,1,20.0,6.0,0,6.0,6.0,1,-0.07,0,20.0,5.0,0,1,0,0
0,7.0,3.0,1,15.09,1.0,1,6.0,175,4.0,0,13.21,7.0,0,7.0,3.0,1,0.59,0,18.87,2.0,0,1,1,0
0,7.0,4.0,0,35.0,7.0,1,5.0,93,4.0,0,8.0,6.0,0,5.0,6.0,1,0.31,1,5.0,6.0,0,0,0,0
0,7.0,6.0,0,15.0,7.0,0,6.0,135,8.0,1,5.0,6.0,0,6.0,5.0,0,-0.07,0,20.0,4.0,0,1,1,0
0,6.0,3.0,0,15.0,7.0,0,6.0,65,6.0,0,30.0,7.0,0,7.0,7.0,0,0.34,0,30.0,3.0,0,1,0,0
1,1.0,1.0,0,17.0,7.0,1,0.0,199,2.0,0,18.0,5.0,0,2.0,7.0,1,0.11,1,18.0,7.0,1,0,0,0
1,2.0,2.0,0,30.0,6.0,1,2.0,191,3.0,0,10.0,4.0,0,6.0,6.0,1,0.57,0,15.0,5.0,1,1,0,0
1,1.0,0.0,0,40.0,7.0,1,1.0,61,4.0,0,20.0,1.0,0,5.0,5.0,1,0.85,1,10.0,8.0,1,0,1,0
1,4.0,3.0,0,20.0,8.0,0,3.0,1,6.0,0,10.0,4.0,0,5.0,6.0,1,-0.13,1,20.0,2.0,1,1,0,0
1,5.0,8.0,0,7.0,6.0,0,7.0,170,6.0,0,13.0,8.0,0,7.0,5.0,0,0.36,0,20.0,2.0,0,1,1,0
0,6.0,8.0,0,15.0,6.0,0,6.0,37,6.0,0,10.0,5.0,0,4.0,7.0,0,0.0,1,20.0,6.0,1,0,0,0
0,6.0,4.0,0,20.0,6.0,0,6.0,127,5.0,0,10.0,4.0,0,3.0,5.0,0,0.41,1,20.0,5.0,1,1,1,0
0,7.0,3.0,0,19.61,7.0,0,6.0,109,7.0,1,13.73,5.0,0,6.0,8.0,0,0.24,0,17.65,8.0,1,0,0,0
0,6.0,5.0,0,20.0,7.0,0,7.0,242,7.0,1,10.0,7.0,0,6.0,8.0,0,0.35,0,30.0,8.0,0,0,0,1
0,7.0,5.0,0,14.55,6.0,0,7.0,36,8.0,1,16.36,8.0,0,9.0,4.0,0,0.36,0,18.18,4.0,0,1,1,0
0,7.0,1.0,0,20.0,6.0,1,3.0,72,3.0,0,30.0,3.0,0,3.0,8.0,1,0.05,1,10.0,6.0,1,0,0,0
0,6.0,2.0,0,10.0,8.0,0,1.0,132,5.0,0,15.0,6.0,0,3.0,6.0,1,0.28,1,30.0,5.0,0,1,0,0
0,10.0,2.0,0,60.0,8.0,0,7.0,93,10.0,1,0.0,8.0,1,7.0,9.0,0,0.24,0,0.0,6.0,0,1,0,1
0,8.0,2.0,1,20.0,5.0,0,8.0,77,6.0,0,10.0,10.0,0,6.0,4.0,0,0.72,0,30.0,2.0,0,1,1,0
1,2.0,0.0,1,9.52,4.0,1,2.0,119,2.0,0,23.81,2.0,0,2.0,5.0,1,0.0,1,23.81,2.0,1,1,1,0
0,6.0,6.0,1,35.0,4.0,0,7.0,60,7.0,1,0.0,7.0,0,2.0,6.0,0,0.83,1,5.0,1.0,0,1,0,0
1,4.0,3.0,1,10.0,4.0,1,2.0,195,2.0,0,10.0,4.0,0,5.0,3.0,1,0.23,1,40.0,4.0,1,1,1,0
0,9.0,3.0,0,20.0,6.0,0,8.0,126,5.0,0,10.0,8.0,0,6.0,5.0,0,-0.11,0,20.0,7.0,0,0,1,0
0,7.0,5.0,0,25.0,6.0,0,6.0,176,7.0,1,5.0,4.0,1,5.0,9.0,1,0.47,1,15.0,7.0,1,0,0,0
0,8.0,2.0,1,18.0,5.0,1,5.0,17,4.0,0,10.0,5.0,0,5.0,6.0,1,0.11,1,20.0,4.0,1,1,0,0
0,8.0,3.0,1,15.0,5.0,0,8.0,220,6.0,0,20.0,5.0,0,7.0,7.0,0,-0.03,0,20.0,5.0,1,1,0,0
0,8.0,5.0,1,55.0,5.0,0,7.0,191,5.0,0,1.0,5.0,1,9.0,9.0,0,0.35,0,1.0,6.0,1,0,0,0
0,7.0,3.0,0,20.0,6.0,0,4.0,76,7.0,1,5.0,8.0,0,8.0,6.0,1,-0.06,0,25.0,6.0,0,1,0,0
1,5.0,2.0,1,15.0,3.0,1,6.0,26,3.0,0,10.0,6.0,0,6.0,5.0,1,0.43,0,20.0,3.0,0,1,1,0
0,6.0,1.0,1,10.0,5.0,0,5.0,53,10.0,1,10.0,5.0,0,6.0,5.0,1,0.37,0,40.0,5.0,1,1,1,0
0,8.0,4.0,1,45.0,5.0,0,6.0,189,6.0,0,5.0,7.0,0,8.0,4.0,1,0.39,0,10.0,2.0,0,1,1,0
0,8.0,5.0,0,15.0,7.0,0,7.0,135,7.0,1,15.0,8.0,0,8.0,8.0,0,-0.2,0,25.0,3.0,0,1,0,0
1,2.0,3.0,1,25.0,5.0,1,2.0,62,1.0,0,5.0,2.0,0,2.0,2.0,1,0.05,1,25.0,2.0,1,1,1,0
0,7.0,6.0,0,25.0,10.0,0,6.0,87,6.0,0,5.0,8.0,0,7.0,8.0,1,0.42,0,20.0,6.0,0,1,0,1
1,1.0,5.0,1,10.0,5.0,1,1.0,137,1.0,0,10.0,1.0,0,1.0,5.0,1,0.16,1,40.0,5.0,1,1,1,0
0,7.0,5.0,0,25.0,8.0,0,7.0,236,7.0,1,10.0,7.0,0,7.0,5.0,0,0.37,0,20.0,7.0,0,0,1,0
0,7.0,2.0,1,20.0,5.0,0,5.0,30,6.0,0,10.0,6.0,0,7.0,5.0,1,0.13,0,20.0,5.0,0,1,1,1
1,3.0,6.0,0,10.0,6.0,0,6.0,30,6.0,0,30.0,3.0,0,1.0,6.0,1,0.6,1,20.0,6.0,1,1,0,0
0,7.0,2.5,0,15.0,8.0,0,6.0,135,6.0,0,20.0,6.0,0,7.0,8.0,0,0.19,0,25.0,8.0,0,0,0,0
1,4.0,3.0,1,15.0,4.0,1,3.0,30,3.0,0,20.0,4.0,0,5.0,5.0,1,0.18,1,20.0,6.0,1,1,1,0
1,5.0,4.0,0,15.0,6.0,0,4.0,226,6.0,0,15.0,5.0,0,5.0,7.0,1,0.2,1,25.0,6.0,1,1,0,0
1,5.0,4.0,0,10.0,7.0,0,8.0,86,6.0,0,20.0,6.0,0,4.0,7.0,0,0.19,1,20.0,6.0,0,1,0,0
0,9.0,0.0,0,20.0,7.0,0,6.0,178,5.0,0,15.0,7.0,0,6.0,7.0,0,0.0,0,20.0,6.0,0,0,0,0
1,6.400597907324364,3.0,1,15.09,4.0,0,6.0,115,9.0,1,15.09,5.0,0,4.0,5.0,1,0.14,1,16.98,4.0,1,1,1,0
0,8.0,2.0,0,10.0,7.0,0,3.0,82,5.0,0,15.0,7.0,0,7.0,6.0,1,0.59,0,20.0,6.0,0,0,0,1
0,7.0,9.0,0,20.0,6.0,0,6.0,85,7.0,1,10.0,7.0,0,8.0,4.0,0,0.08,0,18.0,2.0,0,1,1,1
0,9.0,1.0,0,50.0,7.0,1,7.0,68,5.0,0,10.0,7.0,0,7.0,8.0,0,0.56,0,20.0,9.0,0,0,0,0
0,7.0,1.5,0,20.0,7.0,0,5.0,50,5.0,0,15.0,4.0,0,5.0,6.400598653030681,1,0.34,1,20.0,6.0,1,1,1,0
1,5.0,4.0,1,15.09,3.0,1,3.0,214,4.0,0,13.21,5.0,0,6.0,5.0,1,0.14,0,16.98,2.0,1,1,1,0
1,6.400597907324364,5.0,1,15.0,2.0,1,10.0,191,3.0,0,20.0,10.0,0,10.0,5.0,0,0.67,0,20.0,7.0,0,0,1,0
1,5.0,3.0,1,30.0,5.0,0,4.0,253,5.0,0,10.0,5.0,0,5.0,5.0,1,0.27,1,15.0,5.0,1,1,1,0
0,9.0,1.0,0,23.81,9.0,0,8.0,182,8.0,1,2.38,8.0,1,8.0,9.0,0,-0.83,0,23.81,5.0,0,1,0,1
0,7.0,3.0,0,9.76,7.0,0,6.0,155,8.0,1,17.07,8.0,0,9.0,7.0,0,0.12,0,19.51,6.0,0,0,0,0
0,7.0,2.0,0,10.0,8.0,0,3.0,158,7.0,1,10.0,5.0,0,5.0,8.0,1,0.4,1,10.0,10.0,1,0,0,0
1,4.0,1.0,0,13.51,6.0,0,6.0,182,5.0,0,18.92,5.0,0,5.0,5.0,1,-0.39,1,21.62,3.0,1,1,1,0
0,8.0,1.0,1,10.0,2.0,0,6.0,90,6.0,0,10.0,7.0,0,7.0,7.0,1,0.87,0,25.0,1.0,0,1,0,0
1,4.0,3.0,1,15.0,2.0,1,2.0,87,2.0,0,10.0,5.0,0,5.0,7.0,1,0.16,1,15.0,2.0,1,1,0,0
0,10.0,3.0,0,10.0,10.0,0,6.0,135,7.0,1,5.0,7.0,0,7.0,8.0,0,0.44,0,27.0,6.0,0,0,0,0
1,4.0,2.0,0,25.0,7.0,0,6.0,202,6.0,0,20.0,6.0,0,6.0,5.0,0,-0.02,0,25.0,5.0,0,1,1,1
0,8.0,2.0,0,30.0,9.0,1,5.0,41,4.0,0,15.0,5.0,0,5.0,7.0,1,-0.01,1,15.0,6.0,1,0,0,0
0,8.0,4.0,1,22.495346845216552,4.0,0,7.0,106,8.5,1,11.845930415807977,8.0,0,10.0,5.0,0,0.21,0,20.27075883701291,1.0,0,1,1,0
1,5.0,3.0,0,13.04,8.0,1,5.0,135,4.0,0,15.22,5.0,0,4.0,6.400598653030681,1,-0.13,1,17.39,6.0,1,1,1,0
0,7.0,3.0,0,10.0,7.0,0,5.0,221,5.0,0,15.0,7.0,0,7.0,6.0,1,0.51,0,20.0,6.0,0,0,0,0
0,6.0,3.0,0,20.0,7.0,0,8.0,79,7.0,1,20.0,7.0,0,6.0,5.0,0,-0.26,0,20.0,5.0,0,1,1,0
0,10.0,6.0,1,50.0,5.0,0,7.0,152,5.0,0,10.0,8.0,0,9.0,5.0,0,-0.58,0,10.0,3.0,0,1,1,0
0,6.0,2.0,0,10.0,6.0,1,4.0,231,4.0,0,10.0,4.0,0,3.0,6.0,1,0.42,1,40.0,7.0,1,0,0,0
0,10.0,3.0,0,14.0,8.0,0,7.0,178,7.0,1,14.0,8.0,0,5.0,7.0,0,0.23,1,20.0,4.0,0,1,0,0
0,6.0,5.0,0,25.0,6.0,0,6.0,171,6.0,0,10.0,6.0,0,6.0,6.0,0,0.32,0,20.0,3.0,0,1,0,0
0,9.0,1.0,0,20.0,9.0,0,9.0,179,6.0,0,20.0,9.0,1,8.0,9.0,0,-0.05,0,10.0,9.0,0,0,0,0
1,5.0,4.0,0,15.0,7.0,0,6.0,86,7.0,1,10.0,7.0,0,5.0,5.0,0,-0.34,1,35.0,5.0,0,1,1,0
0,6.0,3.0,0,20.0,8.0,0,5.0,215,6.0,0,20.0,6.0,0,7.0,8.0,1,0.44,0,20.0,9.0,0,0,0,0
0,7.0,3.0,1,16.28,4.0,1,5.0,150,3.0,0,16.28,7.0,0,8.0,5.0,1,0.27,0,18.6,5.0,0,1,1,0
1,6.400597907324364,4.0,1,20.0,6.190411462160177,1,6.0,16,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,-0.18,1,20.0,6.0,1,1,1,0
0,9.0,3.0,1,15.38,3.0,0,9.0,135,6.0,0,15.38,8.0,0,9.0,7.0,0,-0.33,0,17.31,6.0,0,1,0,0
0,8.0,2.0,0,22.495346845216552,9.0,0,7.0,105,6.0,0,11.845930415807977,7.0,0,7.0,6.0,0,0.21,0,20.27075883701291,5.0,0,1,0,1
0,7.0,3.0,0,25.0,9.0,0,5.0,253,7.0,1,0.0,8.0,0,6.0,6.0,1,0.33,0,25.0,7.0,0,0,0,1
0,10.0,0.0,0,20.0,7.0,1,10.0,0,5.0,0,13.33,10.0,1,10.0,9.0,0,0.21,0,20.0,8.0,0,0,0,1
1,2.0,3.0,0,40.0,6.0,0,2.0,253,6.0,0,20.0,2.0,0,2.0,4.0,1,0.58,1,10.0,6.0,1,0,1,0
1,4.0,4.0,1,25.0,6.190411462160177,1,5.0,22,4.0,0,10.0,4.0,0,4.0,6.400598653030681,1,0.04,1,25.0,6.0,1,1,1,0
0,9.0,3.0,0,30.0,10.0,0,8.0,236,6.0,0,20.0,8.0,1,6.0,10.0,0,0.32,0,20.0,8.0,0,0,0,0
1,6.400597907324364,5.0,1,20.0,6.190411462160177,1,6.0,30,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.66,1,20.0,6.0,1,1,1,0
1,5.0,4.0,1,16.28,5.0,1,4.0,156,4.0,0,11.63,4.0,0,5.0,6.0,1,0.36,1,18.6,7.0,1,0,0,0
1,5.0,1.0,0,25.0,6.0,0,5.0,126,5.0,0,0.0,6.0,0,3.0,7.0,1,0.19,1,25.0,4.0,0,1,0,0
1,5.0,2.0,0,10.0,7.0,0,4.0,30,5.0,0,12.0,5.0,0,6.0,6.0,1,0.23,0,16.0,6.0,1,0,0,0
0,8.0,5.0,1,25.0,5.0,0,7.0,246,5.0,0,0.0,7.0,0,6.0,6.0,0,-0.29,0,25.0,4.0,0,1,0,0
0,7.0,2.0,0,60.0,7.0,0,7.0,191,8.0,1,0.0,8.0,0,7.0,6.0,0,-0.17,0,0.0,6.0,0,1,0,0
0,7.0,2.0,0,20.0,7.0,0,6.0,139,6.0,0,0.0,8.0,0,8.0,8.0,0,0.48,0,20.0,6.0,0,0,0,1
1,5.0,5.0,0,40.0,7.0,0,5.0,30,6.0,0,20.0,6.0,0,8.0,6.0,1,0.07,0,20.0,4.0,0,1,0,0
0,8.0,1.0,0,40.0,8.0,0,8.0,254,6.0,0,0.0,7.0,0,6.0,7.0,0,0.49,0,20.0,8.0,0,0,0,0
0,8.0,3.4,1,20.0,4.0,0,8.0,224,6.0,0,15.0,8.0,0,8.0,5.0,0,-0.11,0,20.0,5.0,0,1,1,0
1,4.0,2.0,0,40.0,8.0,1,3.0,135,2.0,0,0.0,3.0,0,5.0,8.0,1,-0.07,1,25.0,8.0,1,0,0,0
0,8.0,3.0,0,16.0,6.0,0,8.0,235,6.0,0,16.0,6.0,0,7.0,8.0,0,0.34,0,18.0,9.0,0,0,0,0
1,3.0,3.0,1,55.0,6.190411462160177,0,3.0,191,8.0,1,0.0,4.0,0,4.0,6.400598653030681,1,0.48,1,15.0,6.0,1,1,1,0
0,6.0,2.0,1,20.0,4.0,1,4.0,93,4.0,0,10.0,7.0,0,7.0,5.0,1,0.47,0,15.0,5.0,0,1,1,0
0,6.0,5.0,1,15.0,5.0,0,3.0,58,5.0,0,15.0,6.0,0,6.0,5.0,1,-0.14,0,20.0,5.0,0,1,1,0
0,6.0,1.0,0,15.0,7.0,1,3.0,178,1.0,0,15.0,4.0,0,4.0,6.0,1,0.18,1,15.0,6.0,1,0,0,0
1,5.0,2.0,0,40.0,6.0,0,6.0,204,6.0,0,10.0,3.0,0,3.0,8.0,1,-0.04,1,0.0,4.0,1,1,0,0
0,6.0,5.0,0,20.0,6.0,0,7.0,134,6.0,0,20.0,7.0,0,9.0,7.0,0,0.33,0,10.0,5.0,0,1,0,1
0,6.0,5.0,1,10.0,4.0,0,6.0,135,8.0,1,15.0,6.0,0,6.0,8.0,0,0.21,0,15.0,2.0,0,1,0,0
0,9.0,3.0,1,16.0,2.0,0,9.0,135,7.0,1,8.0,8.0,0,9.0,5.0,0,0.22,0,18.0,4.0,0,1,1,0
0,8.0,3.0,1,16.0,4.0,0,9.0,175,7.0,1,16.0,9.0,0,8.0,5.0,0,0.32,0,16.0,4.0,0,1,1,0
0,7.0,2.0,1,27.78,5.0,1,4.0,162,1.0,0,2.78,3.0,0,7.0,6.0,1,0.04,0,19.44,6.0,1,1,0,0
0,6.0,1.0,0,95.0,10.0,1,5.0,34,2.0,0,1.0,6.0,0,6.0,4.0,1,-0.21,0,1.0,7.0,0,0,1,0
0,6.0,1.0,0,15.0,7.0,1,4.0,179,2.0,0,15.0,7.0,0,5.0,8.0,1,-0.09,1,20.0,7.0,0,0,0,0
0,9.0,3.0,0,19.0,9.0,0,8.0,191,8.0,1,8.0,8.0,1,8.0,9.0,0,0.72,0,21.0,8.5,0,0,0,1
0,7.0,1.0,0,15.0,6.0,1,2.0,109,2.0,0,20.0,3.0,0,6.0,6.0,1,0.24,0,20.0,7.0,1,0,0,0
0,6.0,4.0,0,9.76,6.0,0,6.0,249,5.0,0,17.07,7.0,0,7.0,6.0,0,0.22,0,19.51,6.0,0,1,0,0
0,6.0,0.0,1,40.0,5.0,1,1.0,73,1.0,0,5.0,4.0,0,5.0,3.0,1,0.15,1,0.0,0.0,1,1,1,0
0,8.0,4.0,0,50.0,6.0,0,7.0,126,10.0,1,30.0,7.0,0,7.0,7.0,0,0.48,0,5.0,6.0,0,1,0,0
1,5.0,5.0,1,20.0,3.0,0,4.0,58,6.0,0,20.0,6.0,0,3.0,2.0,1,-0.2,1,20.0,6.0,0,1,1,0
0,9.0,6.0,0,40.0,8.0,0,7.0,218,8.0,1,0.0,9.0,1,9.0,10.0,0,0.42,0,20.0,9.0,0,0,0,0
0,9.0,2.0,0,10.0,8.0,0,5.0,85,8.0,1,30.0,4.0,0,4.0,8.0,1,0.39,1,20.0,6.0,1,1,0,0
1,5.0,4.0,0,50.0,7.0,0,6.0,93,5.0,0,10.0,4.0,0,4.0,7.0,1,0.26,1,10.0,7.0,1,0,0,0
1,2.0,2.0,0,40.0,9.0,0,2.0,138,5.0,0,0.0,3.0,1,4.0,9.0,1,0.58,1,20.0,5.0,1,1,0,0
0,8.0,3.0,0,15.56,7.0,0,7.0,128,5.0,0,13.33,5.0,0,5.0,8.0,0,-0.17,1,17.78,5.0,1,1,0,0
1,5.0,2.0,1,15.0,1.0,0,5.0,135,5.0,0,10.0,5.0,0,5.0,1.0,1,0.62,1,15.0,1.0,1,1,1,0
0,7.0,2.0,0,20.0,8.0,0,6.0,138,5.0,0,20.0,6.0,0,6.0,8.0,0,0.76,0,25.0,6.0,0,0,0,1
